,Date,Open,High,Low,Close,Adj Close,Volume,No. of Shares,No. of Trades,Change(%)
464,22-11-2016,494.165802,499.168396,491.98645,496.023193,481.872955,8143790,362810,6591,0.01
465,23-11-2016,497.781525,500.505707,495.082123,499.762756,485.505798,6049298,133026,3935,0.0075
466,24-11-2016,498.053955,498.053955,486.488586,489.039398,475.088379,8728712,125106,5710,-0.0215
467,25-11-2016,490.351959,493.274261,487.553467,492.18457,478.143829,4824964,212535,5263,0.0064
468,28-11-2016,491.83786,495.602173,487.429657,488.692688,474.751526,3836345,285338,5109,-0.0071
469,29-11-2016,489.856659,497.434814,489.386108,494.165802,480.068512,4562055,91529,4400,0.0112
470,30-11-2016,495.280243,495.280243,488.692688,490.376709,476.387512,12735595,289686,4785,-0.0077
471,01-12-2016,495.304993,502.734589,492.828491,494.190552,480.09256,5827748,267661,9310,0.0078
472,02-12-2016,493.274261,497.781525,491.2435,492.704651,478.649078,5760178,234382,5476,-0.003
473,05-12-2016,492.828491,495.156403,488.618378,492.258881,478.216003,1840098,190233,4007,-0.0009
474,06-12-2016,493.323792,498.549255,492.630371,497.880585,483.677338,3104218,100455,3728,0.0114
475,07-12-2016,497.286224,499.069336,493.497131,494.884003,480.766235,2275593,101856,2476,-0.006
476,08-12-2016,497.806305,506.102661,497.459595,505.23587,490.822754,4038380,76196,4625,0.0209
477,09-12-2016,506.201721,511.080475,505.35968,509.644073,495.105255,3802370,123560,4063,0.0087
478,12-12-2016,505.458771,515.959229,505.458771,508.777313,494.263245,4164504,117758,5237,-0.0017
479,13-12-2016,509.173553,515.612488,508.950653,515.018127,500.325989,4783826,110937,4028,0.0123
480,14-12-2016,515.018127,527.227417,514.225647,524.775635,509.805206,11140265,97743,8586,0.019
481,15-12-2016,521.258972,528.787598,519.401611,521.531433,506.653473,8921708,519532,6774,-0.0062
482,16-12-2016,521.060852,526.013916,521.060852,523.611694,508.674377,6895825,202780,3674,0.004
483,19-12-2016,522.546753,528.465698,522.224854,526.286316,511.272827,6926943,297923,5072,0.0051
484,20-12-2016,522.398193,525.518616,521.630493,523.983154,509.035187,5394088,726659,4082,-0.0044
485,21-12-2016,525.072815,528.639038,523.636475,526.633057,511.609558,9399779,779055,6195,0.0051
486,22-12-2016,524.032715,526.335876,520.540771,521.729553,506.845886,13334038,273117,5426,-0.0093
487,23-12-2016,521.060852,529.456299,521.060852,523.685974,508.746582,4737311,622987,4166,0.0038
488,26-12-2016,522.224854,527.995117,517.420349,518.807251,504.00705,7070994,304475,4495,-0.0093
489,27-12-2016,519.005371,528.539978,518.584351,527.351257,512.307312,8049872,369114,7152,0.0165
490,28-12-2016,528.936218,529.753479,518.63385,519.921692,505.089691,4447617,560443,4664,-0.0141
491,29-12-2016,520.070251,529.381958,519.822571,527.722717,512.668152,4048426,546777,3809,0.015
492,30-12-2016,527.400757,537.405945,526.558777,536.118164,520.824036,7251073,98962,8434,0.0159
493,02-01-2017,536.910645,539.882446,531.14032,537.455444,522.123291,3275674,653398,4717,0.0025
494,03-01-2017,539.808167,543.349609,535.474243,539.585266,524.192261,2969384,182947,5331,0.004
495,04-01-2017,541.318848,541.368347,527.153137,528.564758,513.486206,4796129,199293,5226,-0.0204
496,05-01-2017,530.47168,534.879883,529.357239,533.641602,518.418213,4030815,142748,3363,0.0096
497,06-01-2017,532.056641,537.405945,531.51178,532.428101,517.239319,3620853,159733,4700,-0.0023
498,09-01-2017,533.443481,537.901245,530.47168,533.790222,518.562561,2413173,436493,4114,0.0026
499,10-01-2017,534.929382,542.061768,534.929382,539.808167,524.408875,5237984,236337,7565,0.0113
500,11-01-2017,542.359009,542.705688,536.910645,537.926025,522.580383,5296152,206226,3229,-0.0035
501,12-01-2017,538.396545,540.055786,534.830322,536.563904,521.25708,2017673,88630,4616,-0.0025
502,13-01-2017,537.183044,543.597229,537.183044,540.080566,524.673462,3338688,120619,5260,0.0066
503,16-01-2017,539.857666,541.838928,531.9328,533.072021,517.864807,5544068,178450,5464,-0.013
504,17-01-2017,527.499817,528.985718,514.374268,515.736328,501.023712,18106600,131122,16000,-0.0325
505,18-01-2017,516.404968,519.079651,509.545013,511.427185,496.837524,7322904,705492,11937,-0.0084
506,19-01-2017,512.714966,517.74231,510.659454,511.996796,497.390869,7053690,330933,6313,0.0011
507,20-01-2017,512.120605,513.854187,507.142792,508.083862,493.589539,4054233,237906,4736,-0.0077
508,23-01-2017,506.102661,510.659454,501.644897,503.180359,488.825928,6326471,579325,6113,-0.0096
509,24-01-2017,503.725189,509.569794,503.725189,508.826843,494.31134,4347000,198546,4701,0.0112
510,25-01-2017,511.154755,511.501465,503.304169,503.873779,489.499542,11009842,115731,10017,-0.0097
511,27-01-2017,505.33493,509.619324,504.71579,507.737152,493.252716,10089215,587082,6621,0.0077
512,30-01-2017,507.662872,518.311951,507.588562,517.49469,502.731903,7235452,279811,11816,0.0192
513,31-01-2017,518.510071,521.952393,515.265808,517.69281,502.924377,6980274,330309,6732,0.0004
514,01-02-2017,518.13855,520.516052,512.739746,519.896912,505.065643,5220617,163944,7810,0.0043
515,02-02-2017,520.070251,520.466492,514.250427,516.850769,502.106354,4199246,253689,3748,-0.0059
516,03-02-2017,518.08905,520.293152,510.213684,511.972015,497.366791,6100788,812495,4317,-0.0094
517,06-02-2017,513.631287,517.544189,511.179535,515.934448,501.216125,4611263,118332,4223,0.0077
518,07-02-2017,516.107788,516.281189,508.777313,510.609924,496.043549,4571415,501838,3322,-0.0103
519,08-02-2017,510.609924,514.250427,506.201721,507.761932,493.276764,7490523,111221,4366,-0.0056
520,09-02-2017,509.173553,512.145386,508.579163,511.526245,496.933716,4551167,192093,3424,0.0074
521,10-02-2017,512.640686,512.913086,507.960052,510.238434,495.682648,5777310,141795,5037,-0.0025
522,13-02-2017,511.650055,512.145386,506.201721,510.089844,495.53833,3953095,136547,3841,-0.0003
523,14-02-2017,512.640686,521.506653,510.114624,519.971191,505.137726,8419890,189181,11919,0.0194
524,15-02-2017,521.506653,523.785034,517.717529,520.714172,505.859528,7031717,273085,5577,0.0014
525,16-02-2017,521.333252,529.703918,521.333252,528.738098,513.654541,9070869,227916,6317,0.0154
526,17-02-2017,528.242798,534.037842,524.255554,532.7005,517.503967,6852052,196538,7754,0.0075
527,20-02-2017,530.248779,534.359802,528.242798,532.651001,517.455933,5376741,315041,4571,-0.0001
528,21-02-2017,532.551941,540.352966,531.487061,538.990906,523.614929,6547056,229511,8484,0.0119
529,22-02-2017,541.368347,600.136292,540.873047,598.080811,581.019104,58759604,280191,86148,0.1096
530,23-02-2017,601.102173,605.262695,584.137939,585.822021,569.109985,28728225,3331421,29427,-0.0205
531,27-02-2017,589.660583,622.499329,589.586304,613.633362,596.12793,38499330,1089289,33448,0.0475
532,28-02-2017,610.215759,618.140625,608.482178,613.212341,595.718933,16665551,1340897,19085,-0.0007
533,01-03-2017,614.227722,616.357544,609.225159,611.454041,594.010803,11253980,1730900,8805,-0.0029
534,02-03-2017,613.138062,621.459167,607.763977,612.568481,595.093384,8336344,822803,14803,0.0018
535,03-03-2017,614.945923,637.85376,614.945923,623.366089,605.583008,38907038,410896,26509,0.0176
536,06-03-2017,628.542053,649.840149,626.684631,646.546387,628.102173,30793458,1194011,34540,0.0372
537,07-03-2017,653.233032,657.269714,641.989563,646.348267,627.909607,19416016,1196154,19101,-0.0003
538,08-03-2017,647.710327,647.710327,637.01178,639.537842,621.293518,20000005,1137634,8816,-0.0105
539,09-03-2017,638.943481,642.905884,634.733337,637.33374,619.152161,14350087,793869,12637,-0.0035
540,10-03-2017,639.067261,641.915283,624.67865,634.807678,616.698242,11438543,397311380,8497,-0.004
541,14-03-2017,653.183472,653.307312,636.590759,638.695801,620.475403,12813559,360490,12512,0.0061
542,15-03-2017,639.463501,651.969971,639.141602,646.348267,627.909607,11125787,596869,12817,0.012
543,16-03-2017,648.849548,649.047668,640.726563,642.732544,624.397034,7348934,389306469,7513,-0.0056
544,17-03-2017,647.858948,653.777832,642.930664,644.243225,625.864563,10488640,306215,7185,0.0023
545,20-03-2017,646.868347,646.992188,633.173157,634.386658,616.289246,5939197,281621,7284,-0.0153
546,21-03-2017,635.080078,635.922119,623.73761,625.966492,608.109314,10428134,392188764,6363,-0.0133
547,22-03-2017,620.121887,627.006592,617.422424,623.93573,606.136353,9364609,245384,8090,-0.0032
548,23-03-2017,625.644531,632.776917,623.093689,630.671875,612.680481,5449349,265278,6880,0.0108
549,24-03-2017,631.068115,639.934082,628.269653,637.33374,619.152161,7514381,295325,18050,0.0106
550,27-03-2017,629.582214,633.371277,617.744385,619.676086,601.998352,14976876,676818,11812,-0.0277
551,28-03-2017,623.093689,626.065552,615.218323,617.026184,599.424011,10017936,888667,8517,-0.0043
552,29-03-2017,619.973267,624.08429,610.884399,622.425049,604.668884,8733582,436677,9053,0.0088
553,30-03-2017,621.607788,631.390076,620.617188,629.359314,611.405273,12858458,466255,7762,0.0111
554,31-03-2017,627.056152,662.544739,627.056152,654.248352,635.58429,20947737,438308,30483,0.0395
555,03-04-2017,664.699341,683.768555,662.247559,680.871033,661.447571,20715169,1673684,25037,0.0407
556,05-04-2017,691.049561,702.342468,683.570435,700.856567,680.862915,18609462,999005,21170,0.0294
557,06-04-2017,697.884766,717.6474,694.516663,712.496277,692.170593,23361514,902558,20749,0.0166
558,07-04-2017,703.97699,710.267395,694.690063,696.696045,676.821045,14710432,1043156,13510,-0.0222
559,10-04-2017,698.380066,705.760071,682.183594,684.189575,664.671387,14199616,672901,9783,-0.018
560,11-04-2017,687.409058,693.649902,678.617371,679.731812,660.340759,14883207,386967,10098,-0.0065
561,12-04-2017,684.907776,686.715637,669.231384,670.643005,651.511292,12667376,364279,10966,-0.0134
562,13-04-2017,670.643005,680.251892,667.349182,675.992249,656.708008,5867471,578519,9011,0.008
563,17-04-2017,676.091309,691.2229,676.091309,689.390259,669.723755,5463005,331002,8358,0.0198
564,18-04-2017,693.402222,698.380066,677.08197,678.666931,659.306335,7391572,321378,8648,-0.0155
565,19-04-2017,678.072571,684.783936,672.401306,677.973511,658.632629,5340733,358972,6130,-0.001
566,20-04-2017,683.025574,686.888977,675.645569,678.344971,658.99353,3873597,208790,5348,0.0005
567,21-04-2017,683.768555,703.82843,682.802734,694.665283,674.848328,13951559,288790,19098,0.0241
568,24-04-2017,697.909485,710.762695,693.526062,702.045288,682.017761,11774019,720639,14474,0.0106
569,25-04-2017,723.145325,726.983948,706.354492,709.673035,689.427917,16966725,533960,16687,0.0109
570,26-04-2017,710.762695,713.263977,694.714783,701.574768,681.560669,7736192,627397,9494,-0.0114
571,27-04-2017,701.847168,705.388611,694.516663,698.132385,678.216492,5801788,313494,5885,-0.0049
572,28-04-2017,698.256226,703.481689,688.969238,691.049561,671.335754,5468153,269517,5952,-0.0101
573,02-05-2017,694.417603,694.417603,676.735229,678.840271,659.474731,8579933,382297,7663,-0.0177
574,03-05-2017,681.985474,683.892395,676.091309,678.617371,659.25824,4384266,286125,4589,-0.0003
575,04-05-2017,681.044373,683.322754,670.667725,672.599426,653.411926,6629876,235239,6072,-0.0089
576,05-05-2017,674.407288,677.25531,656.279114,657.888855,639.121033,7198681,202734,9002,-0.0219
577,08-05-2017,658.755676,663.46106,652.985352,654.496033,635.82489,7414794,326756,5138,-0.0052
578,09-05-2017,655.783813,660.563538,653.926453,658.929016,640.131531,9740485,580916,4441,0.0068
579,10-05-2017,661.133118,675.397888,659.077576,673.169006,653.965271,10571126,183764,8244,0.0216
580,11-05-2017,675.645569,678.444031,669.479004,673.391907,654.181763,6361244,452629,4713,0.0003
581,12-05-2017,673.639587,675.596008,665.714661,668.884644,649.803101,3472060,384194,4123,-0.0067
582,15-05-2017,671.831726,671.831726,660.489197,665.739441,646.74762,3109625,389836,4968,-0.0047
583,16-05-2017,666.705322,681.985474,664.203979,671.782166,652.61792,5840738,144526,7104,0.0091
584,17-05-2017,670.147644,676.56189,667.547302,670.197205,651.078186,4543269,360825,3540,-0.0024
585,18-05-2017,663.83252,668.661743,655.833374,657.443115,638.687927,4518258,124009,3357,-0.019
586,19-05-2017,660.241577,661.578918,648.849548,653.233032,634.597961,5913291,115770,4820,-0.0064
587,22-05-2017,657.022095,660.538757,651.425171,655.858093,637.148132,4061858,155962,4582,0.004
588,23-05-2017,656.625854,658.681335,644.887085,646.645447,628.198364,4256413,221714,5459,-0.014
589,24-05-2017,647.611267,650.68219,641.469482,642.757324,624.421204,6611691,242172,4124,-0.006
590,25-05-2017,643.896484,650.038269,642.138184,645.109985,626.706726,11963002,148240,3824,0.0037
591,26-05-2017,645.852966,665.888062,643.896484,662.371399,643.475647,9890146,108319,9974,0.0268
592,29-05-2017,662.222778,676.314209,661.529358,672.079346,652.906677,11086441,320020,7297,0.0147
593,30-05-2017,671.584045,675.942749,667.918823,673.292847,654.085571,4457308,452793,4000,0.0018
594,31-05-2017,677.08197,677.55249,661.628418,664.05542,645.111633,7579368,131032,3280,-0.0137
595,01-06-2017,660.092957,663.708679,655.288513,657.888855,639.121033,4399971,468501,4392,-0.0093
596,02-06-2017,661.232178,663.064819,652.316711,656.155273,637.436829,5304943,141483,5133,-0.0026
597,05-06-2017,656.898254,664.203979,651.74707,658.433716,639.650269,5000365,167733,3488,0.0035
598,06-06-2017,660.712097,660.712097,649.344849,650.236389,631.686768,4426274,263014,3988,-0.0124
599,07-06-2017,649.443909,664.699341,648.354248,663.213379,644.29364,5168439,120747,4683,0.0199
600,08-06-2017,663.708679,666.086182,657.789795,659.597656,640.781006,3647290,161546,3131,-0.0054
601,09-06-2017,666.234741,670.122925,659.250977,661.578918,642.70575,6385564,96115,4881,0.003
602,12-06-2017,657.046875,658.631836,652.316711,653.530212,634.886719,3891567,188033,3116,-0.0122
603,13-06-2017,654.099792,657.269714,649.344849,651.00415,632.432678,2780692,79440,3979,-0.0039
604,14-06-2017,651.771851,673.614807,651.771851,672.376526,653.195313,24431465,122599,12379,0.0328
605,15-06-2017,673.614807,690.9505,673.169006,685.477356,665.922424,13056205,3489002,11358,0.0195
606,16-06-2017,688.028198,691.346741,678.22113,687.879578,668.256165,15096065,1008637,8969,0.0035
607,19-06-2017,688.572998,701.252808,688.572998,698.008606,678.096191,7031853,962742,10720,0.0147
608,20-06-2017,697.884766,704.37323,697.117004,699.544006,679.58783,4680750,446711,6953,0.0022
609,21-06-2017,697.290405,707.295532,695.532043,704.32373,684.231201,9226522,580523,6014,0.0068
610,22-06-2017,708.013733,715.913879,707.146973,709.598694,689.355652,10207734,1373738,6314,0.0075
611,23-06-2017,711.257996,714.229797,708.583313,711.183716,690.895508,14372622,289088,7378,0.0022
612,27-06-2017,709.276794,714.725098,705.809631,711.827576,691.520935,15040990,403436,4632,0.0009
613,28-06-2017,713.214417,713.214417,691.2229,692.684021,672.923523,7184538,412000,5693,-0.0269
614,29-06-2017,693.427002,698.380066,688.523499,689.811279,670.13269,5952538,206243,4952,-0.0041
615,30-06-2017,689.464539,689.662659,681.069153,683.520935,664.021851,3606284,137203,3545,-0.0091
616,03-07-2017,687.582397,690.80188,679.063171,684.040955,664.5271,4243619,105279,5238,0.0008
617,04-07-2017,688.473938,706.849792,687.978638,704.29895,684.207153,8683942,195035,8837,0.0296
618,05-07-2017,708.013733,716.929199,705.314331,714.551758,694.167419,12556953,740773,5936,0.0146
619,06-07-2017,717.54834,718.192261,712.248596,714.502258,694.119324,6271927,235558,6728,-0.0001
620,07-07-2017,714.725098,741.843079,713.239197,738.574036,717.504456,16542604,161198,14622,0.0337
621,10-07-2017,740.530518,743.403259,737.558655,739.416077,718.322388,1617344,677607,27963,0.0012
622,11-07-2017,743.45282,745.136841,736.518555,740.159058,719.04425,9689441,1255041,5049,0.001
623,12-07-2017,742.660339,755.340149,741.719238,748.455383,727.103821,7893715,263784,8949,0.0112
624,13-07-2017,747.291443,755.340149,746.003601,753.903748,737.767334,10619232,285428,7067,0.0073
625,14-07-2017,752.863586,760.788513,750.659485,759.674072,743.414124,9474992,287454,7416,0.0077
626,17-07-2017,761.283813,772.477661,761.283813,768.589539,752.138794,8652868,253773,8111,0.0117
627,18-07-2017,766.137756,768.614319,748.405884,752.814087,736.70105,9063934,247452,7240,-0.0205
628,19-07-2017,749.198364,761.779114,749.198364,759.277832,743.026489,5441174,253446,4640,0.0086
629,20-07-2017,762.645874,767.722778,754.696228,757.27179,741.063354,6288420,140176,5937,-0.0026
630,21-07-2017,767.722778,788.376953,765.221436,785.058411,768.255249,44831188,227482,54115,0.0367
631,24-07-2017,792.487976,804.821106,785.058411,800.041382,782.917542,20042658,1975685,21312,0.0191
632,25-07-2017,804.722046,804.845886,791.299255,793.552917,776.56781,9259100,793324,8756,-0.0081
633,26-07-2017,794.568298,807.297607,793.032837,803.756165,786.552795,10131916,281744,12009,0.0129
634,27-07-2017,806.356567,808.090088,786.717712,789.912415,773.00531,8495918,744107,7961,-0.0172
635,28-07-2017,788.154114,795.435059,781.591309,789.739075,772.835693,6614152,250169,8293,-0.0002
636,31-07-2017,793.453857,801.799744,790.506775,800.016663,782.89325,7645862,228358,6395,0.013
637,01-08-2017,803.756165,803.756165,788.277893,794.271118,777.270691,5681949,192588,6365,-0.0072
638,02-08-2017,797.44104,810.17041,796.5,806.950928,789.679138,9592846,142243,8329,0.016
639,03-08-2017,805.786926,824.633301,800.932983,817.302795,799.809387,9094953,334548,11494,0.0128
640,04-08-2017,823.6922,823.6922,799.967102,803.458984,786.261902,8574605,381187,12820,-0.0169
641,07-08-2017,808.139648,808.139648,798.704102,800.586243,783.450623,4401364,284552,7256,-0.0036
642,08-08-2017,801.403503,802.914185,785.949951,793.751038,776.761719,5058636,202763,6116,-0.0085
643,09-08-2017,793.230957,802.394104,785.058411,791.893616,774.944031,4816513,207090,6416,-0.0023
644,10-08-2017,789.045654,795.781799,781.566528,784.736511,767.940186,4701836,193556,6331,-0.009
645,11-08-2017,768.193298,782.581909,759.302551,765.865356,749.472961,7843781,339199,9085,-0.024
646,14-08-2017,773.171082,784.810791,773.171082,779.139526,762.463013,6202842,251961,10239,0.0173
647,16-08-2017,778.619446,780.600708,767.821838,775.697144,759.094299,6265622,291672,10298,-0.0044
648,17-08-2017,777.133545,791.324036,773.245422,776.192444,759.578918,7304951,239849,7954,0.0006
649,18-08-2017,774.657043,781.492249,769.282959,780.303528,763.602112,3662412,313387,5197,0.0053
650,21-08-2017,781.096008,784.637451,772.799622,774.855164,758.270325,3495195,142815,13239,-0.007
651,22-08-2017,778.619446,782.532349,770.71936,772.700562,756.161865,4399773,436281,4482,-0.0028
652,23-08-2017,775.078064,785.826172,769.282959,783.59729,766.825378,3839702,159019,5895,0.0141
653,24-08-2017,787.534973,789.070374,774.904663,776.663025,760.03949,5839979,191458,5170,-0.0089
654,28-08-2017,782.111389,783.547729,773.270142,775.920044,759.312439,5684028,168554,4929,-0.001
655,29-08-2017,773.592102,776.390564,757.81665,758.881531,742.638489,6998558,133246,9964,-0.022
656,30-08-2017,766.509277,777.034485,763.388855,774.706543,758.124878,4769560,203547,5859,0.0209
657,31-08-2017,780.105408,791.224976,779.610046,789.763855,772.859985,11585780,188965,9754,0.0194
658,01-09-2017,792.413696,800.710083,791.992676,797.490601,780.421326,7121827,314208,5453,0.0098
659,04-09-2017,800.165222,810.393311,790.432495,799.100342,781.996521,9950182,202910,7786,0.002
660,05-09-2017,807.347168,809.74939,802.914185,808.634949,791.327148,11637538,1027025,6221,0.0119
661,06-09-2017,805.564087,818.491516,803.780945,814.974854,797.531372,22496263,1047047,13264,0.0078
662,07-09-2017,815.272034,824.682861,807.347168,810.41803,793.072021,7478761,949193,11667,-0.0056
663,08-09-2017,812.300232,815.519714,804.474365,809.229309,791.908691,6114140,639020,5698,-0.0015
664,11-09-2017,813.588013,819.085876,808.882629,810.21991,792.878235,5856706,293009,3754,0.0012
665,12-09-2017,815.024353,817.253235,809.328369,816.015015,798.549255,2999837,982073,3724,0.0071
666,13-09-2017,816.262634,851.825562,814.281433,841.027893,823.026733,13557530,140436,16761,0.0307
667,14-09-2017,847.764038,853.410522,834.093628,835.92627,818.034241,5476914,751535,7924,-0.0061
668,15-09-2017,834.093628,844.841736,826.911682,833.895508,816.046936,13196770,466073,6578,-0.0024
669,18-09-2017,842.018494,843.058655,835.183289,837.610291,819.682312,2336110,414656,4115,0.0044
670,19-09-2017,840.730713,840.780273,829.140564,830.725525,812.944824,3562177,272693,3467,-0.0082
671,20-09-2017,848.061218,864.307251,837.16449,839.195251,821.233276,11511053,199852,12796,0.0102
672,21-09-2017,839.046692,843.702515,828.397644,833.449707,815.610718,5976672,745756,5741,-0.0069
673,22-09-2017,832.013367,832.013367,805.564087,809.724609,792.393433,5673719,415569,9621,-0.0285
674,25-09-2017,807.347168,820.175537,797.63916,813.835632,796.416504,6566972,447324,9159,0.0051
675,26-09-2017,813.984253,819.283997,804.573425,812.399292,795.010864,4875350,713622,11139,-0.0018
676,27-09-2017,817.847595,817.946655,788.030273,791.645996,774.701782,8514143,459787,13091,-0.0255
677,28-09-2017,792.141296,795.360779,772.873901,779.065247,762.390259,13636223,590896,12488,-0.0159
678,29-09-2017,784.315491,785.949951,771.784241,773.567383,757.010071,7691452,915584,8766,-0.0071
679,03-10-2017,787.534973,796.30188,777.975586,790.853516,773.926208,8466559,643300,9055,0.0223
680,04-10-2017,791.695496,817.203735,788.129333,811.161011,793.799072,8725859,606837,7632,0.0257
681,05-10-2017,817.253235,820.670837,810.962891,816.411255,798.936951,4906551,410935,5529,0.0065
682,06-10-2017,816.262634,831.468506,814.875793,829.190125,811.442322,5998431,354967,5227,0.0157
683,09-10-2017,831.121826,831.914307,820.225098,822.85022,805.238098,4084462,279656,4972,-0.0076
684,10-10-2017,823.196899,839.343872,823.196899,835.282349,817.404114,6798826,252670,5386,0.0151
685,11-10-2017,837.36261,850.3396,828.149963,832.260986,814.447449,7116625,316112,9701,-0.0036
686,12-10-2017,834.192688,868.566833,834.192688,864.554871,846.050171,8603714,426076,11893,0.0388
687,13-10-2017,871.043396,882.336304,865.149231,868.220154,849.636963,9926723,632480,13222,0.0042
688,16-10-2017,870.746216,883.624146,853.212402,868.566833,849.976196,14772250,625450,13598,0.0004
689,17-10-2017,869.755615,875.699219,859.057007,866.139832,847.601135,6414314,630948,6014,-0.0028
690,18-10-2017,869.161194,909.280945,866.783752,905.912842,886.522827,16924095,332838,19092,0.0459
691,19-10-2017,907.200623,913.243347,894.520813,901.356018,882.063538,3698813,1010077,7057,-0.005
692,23-10-2017,904.327881,935.829285,900.563538,930.925781,911.000427,12670626,278563,12067,0.0328
693,24-10-2017,938.801086,938.801086,919.484192,925.477417,905.66864,6395360,540383,6760,-0.0059
694,25-10-2017,931.272461,937.018005,920.771973,931.074341,911.145813,4620435,320250,5375,0.006
695,26-10-2017,931.173401,948.806274,922.257935,938.503906,918.416382,7771680,448754,7474,0.008
696,27-10-2017,941.079529,947.716614,917.00769,921.118713,901.403259,5306577,694575,13200,-0.0185
697,30-10-2017,925.229736,936.671265,921.861694,933.649902,913.666199,3610434,4100930,5971,0.0136
698,31-10-2017,936.076904,936.869385,923.446655,932.015442,912.066772,4386549,435289,4586,-0.0017
699,01-11-2017,938.850647,948.806274,936.869385,943.605591,923.408875,8109185,476464,9980,0.0124
700,02-11-2017,943.85321,947.518494,935.383484,937.711426,917.640869,4743147,455586,4948,-0.0063
701,03-11-2017,946.973633,946.973633,931.322021,936.423645,916.380615,2214524,513714,4272,-0.0014
702,06-11-2017,933.649902,933.649902,920.276672,923.743835,903.972229,4503082,725344,6925,-0.0135
703,07-11-2017,924.585876,926.220337,894.570374,898.186096,878.961487,9436552,405565,13790,-0.0277
704,08-11-2017,894.025513,897.492676,875.798279,879.463562,860.639709,8192911,426181,12781,-0.0209
705,09-11-2017,886.348328,901.356018,883.673645,892.044312,872.951233,6925831,368861,6998,0.0143
706,10-11-2017,892.490112,892.490112,870.944336,875.550659,856.810608,6425509,320008,8216,-0.0185
707,13-11-2017,876.68988,883.525085,865.297852,867.031433,848.473694,4194396,302328,10021,-0.0097
708,14-11-2017,866.783752,886.595947,864.802551,878.373901,859.573364,5760193,282688,7252,0.0131
709,15-11-2017,876.19458,882.237244,869.706055,875.402039,856.665161,7048053,289538,6236,-0.0034
710,16-11-2017,877.185181,897.492676,877.185181,895.362854,876.198669,6996737,1129619,7336,0.0228
711,17-11-2017,910.321045,916.21521,899.969177,903.33728,884.002441,5639193,642828,6110,0.0089
712,20-11-2017,897.690796,915.670349,896.502075,912.203247,892.67865,4260195,443239,5373,0.0098
713,21-11-2017,918.097351,930.826721,916.80957,923.793335,904.02063,6037454,429005,9751,0.0127
714,22-11-2017,928.647339,929.83606,914.778809,922.010254,902.275818,5103410,477835,5109,-0.0019
715,23-11-2017,922.257935,940.980469,917.948792,938.107666,918.028687,7398598,417327,5919,0.0175
716,24-11-2017,941.079529,950.490295,938.503906,942.169189,922.003113,6455055,553671,6902,0.0043
717,27-11-2017,938.355347,948.509094,935.135864,942.416809,922.245483,4724436,508893,4629,0.0003
718,28-11-2017,940.930908,942.416809,929.29126,934.491943,914.490295,4685893,316710,3555,-0.0084
719,29-11-2017,933.006042,941.079529,932.164001,937.117065,917.059204,3709698,227961,3992,0.0028
720,30-11-2017,932.609802,932.609802,910.865906,912.896667,893.357239,9524326,506994,5411,-0.0258
721,01-12-2017,915.769409,922.505554,899.176697,901.554138,882.257507,5129555,299035,6263,-0.0124
722,04-12-2017,904.922241,905.219421,888.923889,893.133972,874.017578,4662629,312694,5258,-0.0093
723,05-12-2017,892.589172,912.104187,887.041748,905.120361,885.747314,8448505,452210,7224,0.0134
724,06-12-2017,901.455078,921.564514,900.266357,917.948792,898.301208,11112030,517058,6618,0.0142
725,07-12-2017,921.316833,927.210938,914.333008,922.802734,903.05127,5581979,1026271,4849,0.0053
726,08-12-2017,925.081177,928.152039,910.420105,912.351807,892.823975,5641459,473398,4529,-0.0113
727,11-12-2017,913.788208,917.304871,904.971802,907.547363,888.122375,4980620,365165,5909,-0.0053
728,12-12-2017,907.349243,920.276672,899.473877,907.002502,887.589233,7283405,428087,6348,-0.0006
729,13-12-2017,908.290344,916.264709,902.14856,906.061462,886.668335,4221739,535672,5677,-0.001
730,14-12-2017,910.370605,916.21521,900.216858,912.847107,893.308655,5068725,556810,5012,0.0075
731,15-12-2017,922.257935,924.189636,909.082825,911.113525,891.612244,11264479,1041124,5717,-0.0019
732,18-12-2017,903.38678,923.892395,854.549744,912.351807,892.823975,8575323,414425,10163,0.0014
733,19-12-2017,914.927429,918.295471,911.361206,917.25531,897.62262,4103513,568232,3650,0.0054
734,20-12-2017,917.205811,918.691711,908.389404,909.528564,890.061218,4819670,529672,4105,-0.0084
735,21-12-2017,909.825745,915.274109,901.455078,904.37738,885.020264,4186472,575306,3500,-0.0057
736,22-12-2017,906.061462,913.738647,900.761658,911.757446,892.242371,4918863,312577,4138,0.0082
737,26-12-2017,916.165649,930.08374,909.528564,921.069214,901.354858,5351708,295905,4883,0.0102
738,27-12-2017,924.239136,928.696899,910.370605,915.075989,895.489929,4393640,404624,4433,-0.0065
739,28-12-2017,916.56189,925.625977,910.469666,915.52179,895.926147,7158735,390127,6860,0.0005
740,29-12-2017,917.800171,923.545715,909.875305,912.401367,892.872498,5117894,557798,5527,-0.0034
741,01-01-2018,914.035828,914.035828,898.978577,901.207458,881.918213,4362651,913689,4561,-0.0123
742,02-01-2018,904.426941,910.915405,897.888916,902.594299,883.275391,4383980,242669,4599,0.0015
743,03-01-2018,916.31427,917.304871,904.47644,906.210022,886.81366,6233847,1763025,6497,0.004
744,04-01-2018,909.528564,913.144287,907.101563,911.658386,892.145447,4157621,515755,3185,0.006
745,05-01-2018,913.144287,918.196411,911.608887,914.580688,895.005188,3434151,238922,3944,0.0032
